chulGubun,hrNo,korHrnm,prGubun,spTime,stTime,swimTr,time,trDate,trName2
금주출전,0043400,금세다,기수,07:09,07:01,-,8분,2026-04-20,박병일(27조)
금주출전,0042046,엠제이베스트,관리사,08:29,08:16,-,13분,2026-04-20,문병기(21조)
금주출전,0043864,아마존킹,관리사,06:21,06:10,-,11분,2026-04-20,토니(30조)
금주출전,0044846,아치메모리,기수,07:07,06:55,-,12분,2026-04-20,심승태(37조)
금주출전,0038052,서울탱크,기수,07:37,07:26,-,11분,2026-04-20,이동국(17조)
금주출전,0042869,홀리데이참,기수,08:06,07:55,-,11분,2026-04-20,최봉주(16조)
금주출전,0046741,컴플리트파티,기수,06:55,06:45,-,10분,2026-04-20,이신우(14조)
금주출전,0046717,아카펠,관리사,06:20,06:10,-,10분,2026-04-20,서인석(33조)
금주출전,0045828,아만바로우즈,관리사,08:31,08:15,-,16분,2026-04-20,서인석(33조)
금주출전,0040914,챌린지삭스,관리사,07:39,07:29,-,10분,2026-04-20,이관호(42조)
차주출전,0043840,남산무적,관리사,07:14,07:03,-,11분,2026-04-20,강성오(9조)
금주출전,0045894,미스윈스타,기수,07:52,07:40,-,12분,2026-04-20,최봉주(16조)
차주출전,0044487,킹아너,관리사,07:25,07:13,-,12분,2026-04-20,박윤규(4조)
금주출전,0044497,올포유어드림,기수,07:00,06:48,-,12분,2026-04-20,신삼영(41조)
금주출전,0046716,골드뭉치,기수,07:14,07:06,-,8분,2026-04-20,리카디(34조)
차주출전,0045100,텐배거,관리사,07:25,07:12,-,13분,2026-04-20,심승태(37조)
금주출전,0044516,쌍옥루,기수,07:41,07:30,-,11분,2026-04-20,최봉주(16조)
차주출전,0044526,원평코드,관리사,06:52,06:40,-,12분,2026-04-20,박병일(27조)
금주출전,0040921,슈퍼엑톤,관리사,06:19,06:10,-,9분,2026-04-20,강환민(31조)
금주출전,0046756,명진불패,기수,07:31,07:23,-,8분,2026-04-20,문병기(21조)
차주출전,0045900,나올대왕,관리사,06:29,06:20,-,9분,2026-04-20,조현수(11조)
금주출전,3103913,신의명장,관리사,06:40,06:28,-,12분,2026-04-20,이준호(5조)
금주출전,3103906,돈보따리,관리사,06:45,06:34,-,11분,2026-04-20,변용호(2조)
금주출전,3103652,한라제패,조교사,06:12,06:02,-,10분,2026-04-20,강영진(15조)
금주출전,3103949,소록태풍,관리사,06:35,06:23,-,12분,2026-04-20,김태준(6조)
금주출전,3103770,일품가속,관리사,07:50,07:30,-,20분,2026-04-20,이준호(5조)
금주출전,3103685,강한파워,관리사,06:19,06:07,-,12분,2026-04-20,최기호(7조)
금주출전,3103760,백록천하,조교사,07:45,07:21,-,24분,2026-04-20,박병진(18조)
차주출전,3103842,연대기,조교사,07:35,07:18,-,17분,2026-04-20,문성호(8조)
차주출전,3103519,환상지오,조교사,07:52,07:39,-,13분,2026-04-20,강영진(15조)
금주출전,3103588,소왕산,관리사,06:46,06:35,-,11분,2026-04-20,윤덕상(20조)
금주출전,3103717,굳셀건,기수,08:16,08:01,-,15분,2026-04-20,박병진(18조)
금주출전,3104083,마패도끼,관리사,07:00,06:49,-,11분,2026-04-20,이태용(12조)
차주출전,3103962,장전공주,관리사,06:15,06:00,-,15분,2026-04-20,이태용(12조)
금주출전,3103787,보라매,관리사,07:12,07:04,-,8분,2026-04-20,윤덕상(20조)
금주출전,3103637,엘리트강자,관리사,06:26,06:05,-,21분,2026-04-20,강대은(3조)
차주출전,3103963,운주자랑,관리사,07:26,07:20,-,6분,2026-04-20,최기호(7조)
금주출전,3103516,신발진,관리사,06:47,06:31,-,16분,2026-04-20,강태종(9조)
금주출전,3103899,아리향,기수,07:09,06:59,-,10분,2026-04-20,윤덕상(20조)
금주출전,3103695,봉천수,관리사,07:23,07:07,-,16분,2026-04-20,김길홍(1조)
차주출전,3103495,돈마맨,기수,07:23,07:09,-,14분,2026-04-20,김길홍(1조)
금주출전,3103935,금촌대박,관리사,06:05,05:59,-,6분,2026-04-20,고영덕(13조)
차주출전,3104085,명품최강,관리사,07:32,07:20,-,12분,2026-04-20,이준호(5조)
금주출전,3104068,전승소녀,기수,07:20,07:09,-,11분,2026-04-20,강태종(9조)
차주출전,3104094,명성만리,관리사,07:15,07:05,-,10분,2026-04-20,이태용(12조)
금주출전,3103802,광풍천리,관리사,07:05,06:56,-,9분,2026-04-20,이준호(5조)
금주출전,3104115,양대진품,조교사,07:50,07:30,-,20분,2026-04-20,이준호(5조)
금주출전,3103803,백두영웅,관리사,06:58,06:48,-,10분,2026-04-20,신경호(17조)
금주출전,3103621,청마특급,관리사,06:18,06:06,-,12분,2026-04-20,한상배(14조)
금주출전,3103477,무적명장,관리사,07:14,07:02,-,12분,2026-04-20,강태종(9조)
금주출전,3103871,남조로,관리사,06:47,06:30,-,17분,2026-04-20,고영덕(13조)
차주출전,3103881,강한댄서,관리사,07:45,07:35,-,10분,2026-04-20,강영진(15조)
금주출전,3103580,스트롱포스,관리사,06:08,06:01,-,7분,2026-04-20,김태준(6조)
차주출전,3103947,자유시대,조교사,08:01,07:47,-,14분,2026-04-20,심도연(4조)
금주출전,3104091,석안유심,관리사,06:17,06:00,-,17분,2026-04-20,강태종(9조)
금주출전,3103953,홍의여걸,관리사,06:34,06:12,-,22분,2026-04-20,한상배(14조)
특별대상경주,0053540,더엑설런트,기수,07:33,07:22,-,11분,2026-04-20,서인석(33조)
금주출전,0053524,스터닝볼트,관리사,07:23,07:13,-,10분,2026-04-20,김동균(52조)
차주출전,0053712,파카샤인,기수,06:52,06:44,-,8분,2026-04-20,전승규(25조)
금주출전,0053489,쾌걸춘향,기수,06:52,06:41,-,11분,2026-04-20,이동국(17조)
차주출전,0053696,퀸즈플라잉,관리사,08:23,08:12,-,11분,2026-04-20,이준철(48조)
금주출전,0053587,서부특송,관리사,06:23,06:13,-,10분,2026-04-20,서인석(33조)
차주출전,0053516,일산스나이퍼,관리사,07:52,07:41,-,11분,2026-04-20,김동균(52조)
금주출전,0053633,랩처,기수,06:18,06:10,-,8분,2026-04-20,최용구(8조)
차주출전,0053721,태칸,관리사,08:29,08:18,-,11분,2026-04-20,홍윤화(13조)
차주출전,0053705,위즈포인트,기수,08:11,08:00,-,11분,2026-04-20,홍윤화(13조)
차주출전,0053507,브라운맘마,관리사,07:21,07:10,-,11분,2026-04-20,이관호(42조)
차주출전,0053715,관악산레오,관리사,08:41,08:29,-,12분,2026-04-20,리카디(34조)
금주출전,0053494,세라드,기수,06:51,06:38,-,13분,2026-04-20,구자흥(7조)
차주출전,0053493,클러치매직,기수,07:05,06:54,-,11분,2026-04-20,리카디(34조)
차주출전,0053539,누리여왕,관리사,08:04,07:55,-,9분,2026-04-20,김동균(52조)
차주출전,0053568,피엔에스마운,기수,07:15,07:06,-,9분,2026-04-20,박천서(54조)
차주출전,0053488,태광프린스,기수,07:51,07:40,-,11분,2026-04-20,배휴준(29조)
차주출전,0053640,라온사파이어,관리사,08:27,08:14,-,13분,2026-04-20,박종곤(1조)
차주출전,0053537,피엔에스이트,관리사,06:55,06:35,-,20분,2026-04-20,박윤규(4조)
금주출전,0053690,스터닝스킷,관리사,08:32,08:17,-,15분,2026-04-20,김동균(52조)
금주출전,0053708,블랙마마,기수,07:17,07:07,-,10분,2026-04-20,박재우(50조)
금주출전,0053627,젬오브조이,기수,08:14,08:07,-,7분,2026-04-20,성상현(20조)
차주출전,0053498,플라잉마하,관리사,07:36,07:26,-,10분,2026-04-20,임채덕(35조)
특별대상경주,0053663,콩코드블루,관리사,07:23,07:10,-,13분,2026-04-20,이신우(14조)
금주출전,3104290,아크,관리사,06:44,06:34,-,10분,2026-04-20,심도연(4조)
금주출전,3104222,장전바다,관리사,06:15,06:06,-,9분,2026-04-20,김대연(16조)
금주출전,3104218,모나파크,관리사,06:33,06:12,-,21분,2026-04-20,김길홍(1조)
차주출전,3104620,고속행진,조교사,06:43,06:26,-,17분,2026-04-20,이준호(5조)
차주출전,3104585,캡틴맨,관리사,06:48,06:36,-,12분,2026-04-20,최기호(7조)
금주출전,3104582,서부명장,기수,06:44,06:34,-,10분,2026-04-20,심도연(4조)
금주출전,3104622,공간세계,관리사,06:25,06:07,-,18분,2026-04-20,신경호(17조)
차주출전,3104172,멋지다,조교사,07:16,06:56,-,20분,2026-04-20,이준호(5조)
금주출전,3104124,돈마세상,기수,07:09,06:53,-,16분,2026-04-20,윤호상(19조)
금주출전,3104170,육탄질주,기수,06:20,06:07,-,13분,2026-04-20,강대은(3조)
금주출전,3104630,지구,기수,06:15,06:00,-,15분,2026-04-20,윤호상(19조)
금주출전,3104166,해은,관리사,08:11,07:54,-,17분,2026-04-20,문성호(8조)
금주출전,3104580,마인드퀸,기수,08:00,07:50,-,10분,2026-04-20,강대은(3조)
금주출전,3104156,파벽비거,기수,07:20,07:09,-,11분,2026-04-20,김길홍(1조)
금주출전,3104152,황제천하,기수,07:06,06:45,-,21분,2026-04-20,박병진(18조)
금주출전,3104318,삼다킹,조교사,07:01,06:41,-,20분,2026-04-20,박병진(18조)
차주출전,3104576,바다왕자,기수,06:57,06:44,-,13분,2026-04-20,김태준(6조)
금주출전,3104144,슬기돌이,관리사,06:45,06:36,-,9분,2026-04-20,윤호상(19조)
금주출전,3104640,백두전사,관리사,07:55,07:45,-,10분,2026-04-20,심도연(4조)
금주출전,3104141,올인원,기수,07:00,06:43,-,17분,2026-04-20,이준호(5조)
금주출전,3104292,삼다퀸,조교사,06:19,05:59,-,20분,2026-04-20,박병진(18조)
금주출전,3104140,행운열차,기수,06:39,06:22,-,17분,2026-04-20,박병진(18조)
금주출전,3104298,청암수,조교사,07:41,07:28,-,13분,2026-04-20,윤호상(19조)
금주출전,3104565,수방사,관리사,07:31,07:22,-,9분,2026-04-20,심도연(4조)
금주출전,3104135,명품최고,관리사,07:54,07:45,-,9분,2026-04-20,강태종(9조)
차주출전,3104649,일품걸,조교사,06:23,06:12,-,11분,2026-04-20,이준호(5조)
금주출전,3104302,장타호령,관리사,08:25,08:08,-,17분,2026-04-20,강대은(3조)
금주출전,3104319,명성황제,관리사,06:23,06:08,-,15분,2026-04-20,강영진(15조)
금주출전,3104127,일품스톰,관리사,06:25,06:09,-,16분,2026-04-20,이준호(5조)
금주출전,3104317,아름나,조교사,06:15,06:02,-,13분,2026-04-20,윤호상(19조)
금주출전,3104278,장만월,관리사,06:15,06:01,-,14분,2026-04-20,고영덕(13조)
금주출전,3104591,제주전사,관리사,06:20,06:03,-,17분,2026-04-20,최기호(7조)
금주출전,3104264,경국지색,기수,06:47,06:37,-,10분,2026-04-20,변용호(2조)
금주출전,3104260,동백천하,관리사,06:19,05:59,-,20분,2026-04-20,박병진(18조)
차주출전,3104599,천지장군,기수,06:17,06:01,-,16분,2026-04-20,문성호(8조)
차주출전,3104259,대군주,기수,06:48,06:38,-,10분,2026-04-20,김대연(16조)
차주출전,3104271,폭풍비,관리사,06:16,06:00,-,16분,2026-04-20,이태용(12조)
금주출전,3104674,용담챔프,관리사,08:28,08:18,-,10분,2026-04-20,변용호(2조)
금주출전,3104247,신화여신,기수,07:00,06:50,-,10분,2026-04-20,신경호(17조)
금주출전,3104588,가라공주,기수,08:40,08:32,-,8분,2026-04-20,강대은(3조)
차주출전,3104315,캡틴미소,관리사,07:35,07:18,-,17분,2026-04-20,문성호(8조)
차주출전,3104610,용달이,관리사,06:20,06:01,-,19분,2026-04-20,문성호(8조)
차주출전,3104615,금지게,기수,06:59,06:51,-,8분,2026-04-20,강태종(9조)
금주출전,3104223,청룡에이스,조교사,07:20,07:05,-,15분,2026-04-20,강영진(15조)
금주출전,3104277,세계왕자,조교사,07:38,07:25,-,13분,2026-04-20,강대은(3조)
차주출전,0051768,마스터콰이곤,관리사,08:27,08:19,-,8분,2026-04-20,리카디(34조)
금주출전,0051794,아쿠아라인,기수,07:09,06:57,-,12분,2026-04-20,서범석(12조)
차주출전,0051573,노프라블럼,관리사,06:20,06:12,-,8분,2026-04-20,최용건(51조)
금주출전,0051562,퀸다이아,기수,07:18,07:06,-,12분,2026-04-20,이관호(42조)
금주출전,0051786,학산카이로,기수,07:30,07:17,-,13분,2026-04-20,박병일(27조)
금주출전,0051594,누리천왕,관리사,07:50,07:40,-,10분,2026-04-20,이준철(48조)
금주출전,0051770,섬싱다크,기수,06:56,06:47,-,9분,2026-04-20,홍대유(6조)
금주출전,0051670,발키리,기수,07:17,07:10,-,7분,2026-04-20,박재우(50조)
차주출전,0051748,문학보이,관리사,08:55,08:45,-,10분,2026-04-20,정호익(10조)
금주출전,0051653,탭딘,기수,07:01,06:52,-,9분,2026-04-20,문병기(21조)
차주출전,0051758,차밍퀸,관리사,06:41,06:30,-,11분,2026-04-20,리카디(34조)
차주출전,0051567,퍼펙트다나은,관리사,08:44,08:30,-,14분,2026-04-20,김동균(52조)
금주출전,0051681,피엔에스워크,기수,06:20,06:10,-,10분,2026-04-20,박윤규(4조)
금주출전,0051793,슬링스타,관리사,08:43,08:32,-,11분,2026-04-20,김동균(52조)
차주출전,0051450,골드스텝,관리사,06:42,06:30,-,12분,2026-04-20,서인석(33조)
금주출전,0051630,칸맥스,기수,07:17,07:09,-,8분,2026-04-20,서인석(33조)
금주출전,0051814,로드투스피어,관리사,06:32,06:24,-,8분,2026-04-20,임채덕(35조)
금주출전,0051574,모닝원더,관리사,07:23,07:02,-,21분,2026-04-20,강성오(9조)
금주출전,0051791,엠지퍼스트,기수,08:03,07:52,-,11분,2026-04-20,박재우(50조)
금주출전,0051622,관악산체크인,관리사,07:44,07:36,-,8분,2026-04-20,이준철(48조)
금주출전,0051649,두레이쇼,관리사,06:43,06:34,-,9분,2026-04-20,김동균(52조)
금주출전,0051549,운주타임,관리사,06:27,06:18,-,9분,2026-04-20,김동균(52조)
차주출전,0051610,말스고,관리사,06:58,06:46,-,12분,2026-04-20,서인석(33조)
차주출전,0051628,불의세계,관리사,06:23,06:14,-,9분,2026-04-20,조현수(11조)
금주출전,3105327,윈드파이터,관리사,06:50,06:36,-,14분,2026-04-20,최기호(7조)
금주출전,3104785,대기성,조교사,08:13,07:51,-,22분,2026-04-20,윤호상(19조)
금주출전,3105285,색달의힘,관리사,06:17,06:06,-,11분,2026-04-20,윤덕상(20조)
차주출전,3104791,오등동,기수,06:12,05:59,-,13분,2026-04-20,고영덕(13조)
금주출전,3104809,늘찬,관리사,07:20,07:11,-,9분,2026-04-20,윤호상(19조)
금주출전,3104794,기찬,관리사,06:42,06:30,-,12분,2026-04-20,윤덕상(20조)
금주출전,3104675,전국챔프,관리사,07:35,07:07,-,28분,2026-04-20,박병진(18조)
금주출전,3107299,우대산,관리사,07:59,07:40,-,19분,2026-04-20,변용호(2조)
차주출전,3107354,수상비,관리사,06:25,06:07,-,18분,2026-04-20,신경호(17조)
차주출전,3107359,천리질주,관리사,06:58,06:40,-,18분,2026-04-20,강영진(15조)
차주출전,3104799,세모다,기수,07:25,07:10,-,15분,2026-04-20,한상배(14조)
금주출전,3105002,서부용사,기수,07:58,07:45,-,13분,2026-04-20,심도연(4조)
금주출전,3105273,서귀명성,기수,06:32,06:17,-,15분,2026-04-20,윤호상(19조)
차주출전,3104690,얼룩전사,관리사,07:46,07:39,-,7분,2026-04-20,김길홍(1조)
차주출전,3104803,웅진한라,관리사,07:14,07:05,-,9분,2026-04-20,강대은(3조)
금주출전,3107316,에스프리,조교사,06:15,06:01,-,14분,2026-04-20,김태준(6조)
금주출전,3105271,돈마천하,관리사,06:15,06:01,-,14분,2026-04-20,김길홍(1조)
금주출전,3105511,해뜨고,기수,06:35,06:21,-,14분,2026-04-20,김대연(16조)
금주출전,3107312,무림통일,기수,06:25,06:15,-,10분,2026-04-20,신경호(17조)
금주출전,3104812,천상비룡,관리사,07:16,07:08,-,8분,2026-04-20,고영덕(13조)
금주출전,3104805,웅진영웅,관리사,06:45,06:31,-,14분,2026-04-20,김길홍(1조)
금주출전,3105272,메이저,기수,06:59,06:43,-,16분,2026-04-20,이준호(5조)
금주출전,3107298,대봉산,관리사,07:29,07:09,-,20분,2026-04-20,한상배(14조)
차주출전,3104711,빛나라공주,기수,07:37,07:22,-,15분,2026-04-20,심도연(4조)
금주출전,3107341,한판승,관리사,06:17,06:05,-,12분,2026-04-20,윤덕상(20조)
금주출전,3105309,무한도전,기수,06:45,06:28,-,17분,2026-04-20,신경호(17조)
금주출전,3107322,넘버원,관리사,07:01,06:40,-,21분,2026-04-20,박병진(18조)
차주출전,3104766,월평천하,기수,06:47,06:40,-,7분,2026-04-20,고영덕(13조)
금주출전,3107296,직진고,조교사,06:18,06:01,-,17분,2026-04-20,문성호(8조)
차주출전,3104741,무주영웅,기수,06:58,06:48,-,10분,2026-04-20,고영덕(13조)
금주출전,3105286,자유연대,관리사,06:54,06:39,-,15분,2026-04-20,김태준(6조)
차주출전,3104752,태흥신공,기수,07:33,07:26,-,7분,2026-04-20,고영덕(13조)
금주출전,3104749,한빛제일,관리사,07:16,06:59,-,17분,2026-04-20,고영덕(13조)
차주출전,3104743,행운의빛,기수,07:26,07:14,-,12분,2026-04-20,최기호(7조)
차주출전,3105317,신통방통,관리사,06:29,06:21,-,8분,2026-04-20,김태준(6조)
금주출전,0053912,유니카,조교사,06:47,06:34,-,13분,2026-04-20,토니(30조)
차주출전,0053980,미스터태양,관리사,08:25,08:14,-,11분,2026-04-20,문병기(21조)
차주출전,0053902,성실위너,관리사,08:06,07:57,-,9분,2026-04-20,심승태(37조)
금주출전,0053901,우항상스타,관리사,07:35,07:25,-,10분,2026-04-20,최용구(8조)
차주출전,0053796,청강여름,관리사,06:56,06:43,-,13분,2026-04-20,성상현(20조)
차주출전,0053761,세이버스,조교사,08:28,08:08,-,20분,2026-04-20,정하백(15조)
차주출전,0053798,닌자타이거,관리사,07:26,07:15,-,11분,2026-04-20,홍윤화(13조)
차주출전,0053888,콩코드코디,기수,07:10,06:56,-,14분,2026-04-20,함완식(28조)
특별대상경주,0053950,초콜릿,기수,07:15,07:03,-,12분,2026-04-20,서인석(33조)
차주출전,0053963,노블매치,관리사,07:02,06:49,-,13분,2026-04-20,최용구(8조)
금주출전,0053760,밸리드영,기수,07:21,07:10,-,11분,2026-04-20,문병기(21조)
금주출전,0053879,마스크걸,기수,07:53,07:43,-,10분,2026-04-20,문병기(21조)
금주출전,0053877,거센돌격,관리사,07:47,07:38,-,9분,2026-04-20,이신우(14조)
금주출전,0053967,학산헤니,기수,07:01,06:50,-,11분,2026-04-20,박재우(50조)
차주출전,0053863,피어나리,기수,06:34,06:23,-,11분,2026-04-20,성상현(20조)
차주출전,0053739,청강봄,관리사,06:39,06:25,-,14분,2026-04-20,최용구(8조)
금주출전,0053875,클럽맨,기수,08:06,07:55,-,11분,2026-04-20,서범석(12조)
차주출전,0053733,쏘아라하하,기수,06:56,06:46,-,10분,2026-04-20,이관호(42조)
금주출전,0053874,델타최강,기수,06:20,06:12,-,8분,2026-04-20,함완식(28조)
차주출전,0053817,거센함성,관리사,07:36,07:26,-,10분,2026-04-20,이신우(14조)
금주출전,0053872,세명피크,기수,07:07,06:53,-,14분,2026-04-20,조현수(11조)
금주출전,0053941,와일드매직,기수,07:47,07:40,-,7분,2026-04-20,리카디(34조)
금주출전,0053923,거대한빛,기수,07:35,07:24,-,11분,2026-04-20,최봉주(16조)
차주출전,0053792,태극왕자,관리사,07:41,07:29,-,12분,2026-04-20,강성오(9조)
차주출전,0053825,컴퍼스포스,관리사,08:07,07:54,-,13분,2026-04-20,임채덕(35조)
차주출전,0053778,대한시대,관리사,06:32,06:21,-,11분,2026-04-20,강성오(9조)
차주출전,0053850,우루스코르사,관리사,08:02,07:54,-,8분,2026-04-20,송문길(40조)
금주출전,0053786,내길의원더풀,기수,06:56,06:41,-,15분,2026-04-20,정호익(10조)
차주출전,0053903,성은인트리그,기수,08:37,08:26,-,11분,2026-04-20,이관호(42조)
금주출전,0053785,스톰트루퍼,기수,07:20,07:12,-,8분,2026-04-20,정호익(10조)
차주출전,3107483,장타퀸,관리사,06:15,05:59,-,16분,2026-04-20,박병진(18조)
금주출전,3107554,비상질주,관리사,06:37,06:26,-,11분,2026-04-20,고영덕(13조)
금주출전,3107542,황해바람,관리사,07:31,07:16,-,15분,2026-04-20,강태종(9조)
금주출전,3107590,천하일품,조교사,06:39,06:21,-,18분,2026-04-20,박병진(18조)
금주출전,3107487,신화왕자,기수,07:59,07:35,-,24분,2026-04-20,신경호(17조)
금주출전,3107410,천왕봉,기수,06:15,06:03,-,12분,2026-04-20,한상배(14조)
차주출전,3107580,월광검,관리사,06:32,06:17,-,15분,2026-04-20,윤호상(19조)
금주출전,3107471,텐언더,관리사,06:19,06:01,-,18분,2026-04-20,문성호(8조)
금주출전,3107394,전승퀸,기수,07:11,06:59,-,12분,2026-04-20,강대은(3조)
차주출전,3107566,롱히트,기수,06:51,06:33,-,18분,2026-04-20,문성호(8조)
차주출전,3107443,멋진여신,기수,06:48,06:36,-,12분,2026-04-20,최기호(7조)
금주출전,3107371,오도롱,조교사,06:36,06:22,-,14분,2026-04-20,강영진(15조)
금주출전,3107485,대지사랑,조교사,06:40,06:20,-,20분,2026-04-20,강태종(9조)
차주출전,3107826,청풍제주,관리사,07:31,07:19,-,12분,2026-04-20,강영진(15조)
차주출전,3107609,천지태풍,조교사,06:22,06:02,-,20분,2026-04-20,강대은(3조)
차주출전,3107515,백록황후,관리사,06:46,06:36,-,10분,2026-04-20,강태종(9조)
금주출전,3107602,색달파워,기수,07:44,07:26,-,18분,2026-04-20,윤호상(19조)
금주출전,3107543,대보름,관리사,06:42,06:30,-,12분,2026-04-20,윤덕상(20조)
차주출전,3107436,어마장장,관리사,06:08,06:00,-,8분,2026-04-20,강태종(9조)
차주출전,3107536,지존여걸,조교사,07:16,07:02,-,14분,2026-04-20,박병진(18조)
금주출전,3107435,황제대로,관리사,06:23,06:08,-,15분,2026-04-20,강영진(15조)
차주출전,3107522,무한정벌,기수,06:25,06:07,-,18분,2026-04-20,신경호(17조)
차주출전,3107615,사라호,관리사,07:09,06:53,-,16분,2026-04-20,윤호상(19조)
차주출전,3107390,세븐언더,기수,07:37,07:28,-,9분,2026-04-20,최기호(7조)
금주출전,3107631,오룡거,관리사,07:57,07:44,-,13분,2026-04-20,윤덕상(20조)
금주출전,3107446,곤룡포,기수,07:57,07:46,-,11분,2026-04-20,윤덕상(20조)
차주출전,3107427,황리단,기수,07:44,07:23,-,21분,2026-04-20,윤덕상(20조)
금주출전,3107565,레드크라운,관리사,06:40,06:28,-,12분,2026-04-20,이준호(5조)
차주출전,3107447,천무강,관리사,06:51,06:35,-,16분,2026-04-20,이태용(12조)
금주출전,3107428,주마녀,관리사,07:05,06:54,-,11분,2026-04-20,한상배(14조)
차주출전,3107444,삼다누리,관리사,06:51,06:40,-,11분,2026-04-20,한상배(14조)
차주출전,3107537,추격자,관리사,07:29,07:20,-,9분,2026-04-20,한상배(14조)
차주출전,3107477,광명용사,기수,06:07,05:59,-,8분,2026-04-20,김대연(16조)
차주출전,3107560,한라향,관리사,07:41,07:25,-,16분,2026-04-20,윤덕상(20조)
차주출전,3107433,천명자,관리사,07:18,07:09,-,9분,2026-04-20,이준호(5조)
금주출전,3107629,평화군,조교사,07:16,06:48,-,28분,2026-04-20,강태종(9조)
금주출전,3107540,황해여제,관리사,06:25,06:09,-,16분,2026-04-20,이준호(5조)
차주출전,0047319,물레방아,기수,07:08,06:58,-,10분,2026-04-20,박병일(27조)
차주출전,0047353,코탑,관리사,08:10,07:56,-,14분,2026-04-20,임채덕(35조)
금주출전,0047255,혜원용마,기수,08:03,07:54,-,9분,2026-04-20,서인석(33조)
차주출전,0047428,크리솔포시,관리사,08:31,08:18,-,13분,2026-04-20,전승규(25조)
차주출전,0047547,붉은태양,관리사,07:00,06:49,-,11분,2026-04-20,문병기(21조)
차주출전,0047427,로열베스트,관리사,08:53,08:40,-,13분,2026-04-20,박재우(50조)
금주출전,0047435,뷰티풀화성,기수,07:46,07:38,-,8분,2026-04-20,이관호(42조)
금주출전,0050724,오섬퀸,관리사,09:00,08:46,-,14분,2026-04-20,문병기(21조)
차주출전,0047543,신의운명,관리사,06:40,06:32,-,8분,2026-04-20,문병기(21조)
금주출전,0047439,슈퍼블루문,기수,06:32,06:25,-,7분,2026-04-20,심승태(37조)
금주출전,0050640,터보차지,관리사,07:50,07:37,-,13분,2026-04-20,강환민(31조)
금주출전,0047535,안양쓰나미,관리사,07:06,06:58,-,8분,2026-04-20,김윤섭(32조)
특별대상경주,0050241,플라잉스타,기수,07:04,06:54,-,10분,2026-04-20,서인석(33조)
특별대상경주,0050004,글라디우스,관리사,06:55,06:43,-,12분,2026-04-20,강성오(9조)
금주출전,0050318,바주카보이,기수,07:05,06:59,-,6분,2026-04-20,리카디(34조)
차주출전,0047348,마이티캡,관리사,07:16,07:02,-,14분,2026-04-20,함완식(28조)
금주출전,0050685,학산다크호스,기수,06:55,06:44,-,11분,2026-04-20,김윤섭(32조)
금주출전,0047463,비케이벨,관리사,08:27,08:12,-,15분,2026-04-20,조현수(11조)
금주출전,0047424,로열플러스,관리사,07:45,07:32,-,13분,2026-04-20,최용구(8조)
차주출전,0047392,서부챔프,관리사,06:22,06:12,-,10분,2026-04-20,박지헌(18조)
차주출전,0047323,원평누리,관리사,06:20,06:10,-,10분,2026-04-20,심승태(37조)
금주출전,0050695,질주의여왕,관리사,07:18,07:08,-,10분,2026-04-20,이준철(48조)
차주출전,0050108,스톰브레이커,관리사,06:42,06:32,-,10분,2026-04-20,최용건(51조)
차주출전,0047246,피엔에스날라,관리사,06:25,06:14,-,11분,2026-04-20,박윤규(4조)
금주출전,0047322,원평리스트,기수,07:32,07:25,-,7분,2026-04-20,정호익(10조)
금주출전,0047422,스팔타,관리사,08:23,08:09,-,14분,2026-04-20,박재우(50조)
금주출전,0050260,벌교차돌,관리사,07:25,07:14,-,11분,2026-04-20,홍대유(6조)
차주출전,0052886,판타스틱원,관리사,08:23,08:07,-,16분,2026-04-20,임성실(7조)
차주출전,0052845,소우패스트,관리사,07:22,07:14,-,8분,2026-04-20,안우성(15조)
차주출전,0052501,닥터매터스,관리사,07:13,06:58,-,15분,2026-04-20,박재호(13조)
차주출전,0052992,월드파이터맨,관리사,07:25,07:16,-,9분,2026-04-20,임성실(7조)
금주출전,0052977,퀸오브타이거,관리사,07:18,07:08,-,10분,2026-04-20,유현명(19조)
금주출전,0052500,모어앤드모어,관리사,06:48,06:37,-,11분,2026-04-20,박재호(13조)
금주출전,0052969,피디스페셜,기수,07:19,07:09,-,10분,2026-04-20,강형곤(2조)
특별대상경주,0052877,판타스틱밸류,기수,06:25,06:14,-,11분,2026-04-20,임금만(4조)
차주출전,0052881,별빛소나타,관리사,07:31,07:18,-,13분,2026-04-20,토마스(8조)
금주출전,0052497,바이스로열,기수,08:50,08:33,-,17분,2026-04-20,강은석(22조)
금주출전,0052964,돌격스페셜,관리사,06:50,06:40,-,10분,2026-04-20,강형곤(2조)
차주출전,0052927,위너컵,관리사,08:06,07:52,-,14분,2026-04-20,박재호(13조)
금주출전,0052252,라스트드래곤,관리사,06:50,06:40,-,10분,2026-04-20,유현명(19조)
차주출전,0052896,위대한하트,관리사,07:53,07:36,-,17분,2026-04-20,권승주(33조)
차주출전,0052897,바벨폴고레,관리사,06:51,06:39,-,12분,2026-04-20,토마스(8조)
금주출전,0052899,플렉스칸,기수,06:25,06:13,-,12분,2026-04-20,민장기(21조)
차주출전,0052437,로드투희망,관리사,07:10,06:56,-,14분,2026-04-20,김도현(9조)
차주출전,0052947,골든엠파이어,관리사,07:17,07:06,-,11분,2026-04-20,임성실(7조)
금주출전,0052903,금아어뎁트,관리사,07:04,06:49,-,15분,2026-04-20,이상영(27조)
금주출전,0052942,광선대로,관리사,07:05,06:55,-,10분,2026-04-20,토마스(8조)
